image,text
../../datasets/FIDStyles/style3/a keyboard and mouse with a PC monitor.jpg,a keyboard and mouse with a PC monitor
../../datasets/FIDStyles/style3/A man riding a bike in a neon vest..jpg,A man riding a bike in a neon vest.
../../datasets/FIDStyles/style3/A bus and cars are driving down a busy road..jpg,A bus and cars are driving down a busy road.
../../datasets/FIDStyles/style3/A man flying through the air while riding a skateboard..jpg,A man flying through the air while riding a skateboard.
../../datasets/FIDStyles/style3/A street with many large lit up signs..jpg,A street with many large lit up signs.
../../datasets/FIDStyles/style3/a wooden dear mug with two dear heads on a cabinet.jpg,a wooden dear mug with two dear heads on a cabinet
../../datasets/FIDStyles/style3/A couple of people on a court with a tennis racket..jpg,A couple of people on a court with a tennis racket.
../../datasets/FIDStyles/style3/a person that is  on some dirt on a baseball field.jpg,a person that is  on some dirt on a baseball field
../../datasets/FIDStyles/style3/Some police officers are riding horses in a town square.jpg,Some police officers are riding horses in a town square
../../datasets/FIDStyles/style3/Three barstools are next to a kitchen bar set up..jpg,Three barstools are next to a kitchen bar set up.
../../datasets/FIDStyles/style3/A very large long train on a steel track..jpg,A very large long train on a steel track.
../../datasets/FIDStyles/style3/a guy playing sports sits down and relaxes.jpg,a guy playing sports sits down and relaxes
../../datasets/FIDStyles/style3/A woman with a racket stands on a court..jpg,A woman with a racket stands on a court.
../../datasets/FIDStyles/style3/A man sitting on a horse in the sun.jpg,A man sitting on a horse in the sun
../../datasets/FIDStyles/style3/A group of jets are flying across the sky..jpg,A group of jets are flying across the sky.
../../datasets/FIDStyles/style3/Several elephants that have people riding on top of them..jpg,Several elephants that have people riding on top of them.
../../datasets/FIDStyles/style3/a person cutting a pizza on a table.jpg,a person cutting a pizza on a table
../../datasets/FIDStyles/style3/A woman is wearing a uniform hat and a sweater..jpg,A woman is wearing a uniform hat and a sweater.
../../datasets/FIDStyles/style3/A blurry motion photo of a snowboarder doing a trick..jpg,A blurry motion photo of a snowboarder doing a trick.
../../datasets/FIDStyles/style3/A woman wearing a tennis skirt raises her raquet..jpg,A woman wearing a tennis skirt raises her raquet.
../../datasets/FIDStyles/style3/A person is riding a big wave on a surfboard..jpg,A person is riding a big wave on a surfboard.
../../datasets/FIDStyles/style3/Boys are playing Frisbee in a yard..jpg,Boys are playing Frisbee in a yard.
../../datasets/FIDStyles/style3/A large group of people ride horses across a field..jpg,A large group of people ride horses across a field.
../../datasets/FIDStyles/style3/An open laptop computer sitting on top of a computer desk..jpg,An open laptop computer sitting on top of a computer desk.
../../datasets/FIDStyles/style3/Two giraffes that are standing next to each other..jpg,Two giraffes that are standing next to each other.
../../datasets/FIDStyles/style3/A person standing behind a large herd of rams..jpg,A person standing behind a large herd of rams.
../../datasets/FIDStyles/style3/A person water skiing on one ski down a river..jpg,A person water skiing on one ski down a river.
../../datasets/FIDStyles/style3/A vase sitting on a table with flowers and plants in it..jpg,A vase sitting on a table with flowers and plants in it.
../../datasets/FIDStyles/style3/A stop sign with a street sign above it..jpg,A stop sign with a street sign above it.
../../datasets/FIDStyles/style3/The suitcase is open to display the items inside..jpg,The suitcase is open to display the items inside.
../../datasets/FIDStyles/style3/A group of young people playing a game of soccer..jpg,A group of young people playing a game of soccer.
../../datasets/FIDStyles/style3/A wooden headboard for a bed with the mattress showing..jpg,A wooden headboard for a bed with the mattress showing.
../../datasets/FIDStyles/style3/Various fried vegetables on a bowl of rice on a counter top..jpg,Various fried vegetables on a bowl of rice on a counter top.
../../datasets/FIDStyles/style3/A traffic light that has been knocked to the ground..jpg,A traffic light that has been knocked to the ground.
../../datasets/FIDStyles/style3/A surfer holds a board and walks into the ocean..jpg,A surfer holds a board and walks into the ocean.
../../datasets/FIDStyles/style3/a close up of a plate of food on a table.jpg,a close up of a plate of food on a table
../../datasets/FIDStyles/style3/A person walking away from the camera in a European city..jpg,A person walking away from the camera in a European city.
../../datasets/FIDStyles/style3/Unclear photograph of people on a beach and planes in the sky..jpg,Unclear photograph of people on a beach and planes in the sky.
../../datasets/FIDStyles/style3/A women expressing negative feelings while on a cell phone.jpg,A women expressing negative feelings while on a cell phone
../../datasets/FIDStyles/style3/a red motorcycle on a white display stage surrounded by people.jpg,a red motorcycle on a white display stage surrounded by people
../../datasets/FIDStyles/style3/a table with pizza and some other foods on it.jpg,a table with pizza and some other foods on it
../../datasets/FIDStyles/style3/An old clock along a wall between two windows..jpg,An old clock along a wall between two windows.
"../../datasets/FIDStyles/style3/A plate with a sandwich, silverware and a beer sit on a table..jpg","A plate with a sandwich, silverware and a beer sit on a table."
../../datasets/FIDStyles/style3/a male in a white shirt is playing a video game.jpg,a male in a white shirt is playing a video game
../../datasets/FIDStyles/style3/A young male surfer is laying on his surfboard riding a wave.jpg,A young male surfer is laying on his surfboard riding a wave
../../datasets/FIDStyles/style3/A man on a snowboard rides on the snow..jpg,A man on a snowboard rides on the snow.
../../datasets/FIDStyles/style3/A man asleep against his luggage on top of bench..jpg,A man asleep against his luggage on top of bench.
../../datasets/FIDStyles/style3/A plastic container filled with a sandwich wrap and fresh fruit and vegetables..jpg,A plastic container filled with a sandwich wrap and fresh fruit and vegetables.
../../datasets/FIDStyles/style3/A boy is sitting at a table eating pizza..jpg,A boy is sitting at a table eating pizza.
../../datasets/FIDStyles/style3/34th Street corner with one pedestrian and several vehicles..jpg,34th Street corner with one pedestrian and several vehicles.
../../datasets/FIDStyles/style3/File cabinets are passe in the computer age..jpg,File cabinets are passe in the computer age.
../../datasets/FIDStyles/style3/An airplane moves through the air with its landing gear extended..jpg,An airplane moves through the air with its landing gear extended.
../../datasets/FIDStyles/style3/A man walks through an office while holding a cell phone..jpg,A man walks through an office while holding a cell phone.
../../datasets/FIDStyles/style3/A little boy wearing a jacket and eating some food.jpg,A little boy wearing a jacket and eating some food
../../datasets/FIDStyles/style3/Many birds sit in the top branches of a tree..jpg,Many birds sit in the top branches of a tree.
../../datasets/FIDStyles/style3/A man that is standing in front of a television..jpg,A man that is standing in front of a television.
../../datasets/FIDStyles/style3/Men are walking across the tarmack toward small airplanes..jpg,Men are walking across the tarmack toward small airplanes.
../../datasets/FIDStyles/style3/A man laying on a surfboard paddling into the ocean..jpg,A man laying on a surfboard paddling into the ocean.
../../datasets/FIDStyles/style3/A red toy train stopped on tracks near toy figurines..jpg,A red toy train stopped on tracks near toy figurines.
../../datasets/FIDStyles/style3/a man standing between two elephants with circus signs on their head.jpg,a man standing between two elephants with circus signs on their head
../../datasets/FIDStyles/style3/Modern looking shoes around a glass table restaurant.jpg,Modern looking shoes around a glass table restaurant
../../datasets/FIDStyles/style3/A boy in a hat is smiling while holding a Wii controller..jpg,A boy in a hat is smiling while holding a Wii controller.
../../datasets/FIDStyles/style3/A street Is blocked off with hazard tape and a sign..jpg,A street Is blocked off with hazard tape and a sign.
../../datasets/FIDStyles/style3/A snowboarder riding down a trail in front of the camera..jpg,A snowboarder riding down a trail in front of the camera.
../../datasets/FIDStyles/style3/A couple of state police cruisers parked next to each other..jpg,A couple of state police cruisers parked next to each other.
../../datasets/FIDStyles/style3/A small bird standing alone in a field of grass..jpg,A small bird standing alone in a field of grass.
../../datasets/FIDStyles/style3/The blue car is parked beside of the red motorcycle..jpg,The blue car is parked beside of the red motorcycle.
../../datasets/FIDStyles/style3/A passenger bus on a city street and a bicycle parked on the road.jpg,A passenger bus on a city street and a bicycle parked on the road
