image,text
../../datasets/FIDStyles/style0/A child swinging at a tennis ball as an adult watches..jpg,A child swinging at a tennis ball as an adult watches.
../../datasets/FIDStyles/style0/A baby sits in the sand as men stand in shorts in the background..jpg,A baby sits in the sand as men stand in shorts in the background.
../../datasets/FIDStyles/style0/A dog jumping in the air with a frisbee in its mouth..jpg,A dog jumping in the air with a frisbee in its mouth.
../../datasets/FIDStyles/style0/A white cow surrounded by many dark cows inside a coral..jpg,A white cow surrounded by many dark cows inside a coral.
../../datasets/FIDStyles/style0/A young child is skiing downhill in the snow..jpg,A young child is skiing downhill in the snow.
../../datasets/FIDStyles/style0/Contemporary living room setting in urban residential building..jpg,Contemporary living room setting in urban residential building.
../../datasets/FIDStyles/style0/a large wood sign is by the road.jpg,a large wood sign is by the road
../../datasets/FIDStyles/style0/Two trains sitting side by side on the tracks..jpg,Two trains sitting side by side on the tracks.
../../datasets/FIDStyles/style0/a bowl of pasta and broccoli with a fork.jpg,a bowl of pasta and broccoli with a fork
"../../datasets/FIDStyles/style0/This woman, an avid video game player, is excited to have scored the number one score of 205..jpg","This woman, an avid video game player, is excited to have scored the number one score of 205."
../../datasets/FIDStyles/style0/A yellow truck carrying a heavy load is in a parking lot..jpg,A yellow truck carrying a heavy load is in a parking lot.
../../datasets/FIDStyles/style0/A man is holding a wire and sliding on water..jpg,A man is holding a wire and sliding on water.
../../datasets/FIDStyles/style0/An empty intersection with traffic lights on poles..jpg,An empty intersection with traffic lights on poles.
../../datasets/FIDStyles/style0/There is a black computer and a white computer sitting side by side..jpg,There is a black computer and a white computer sitting side by side.
../../datasets/FIDStyles/style0/A small sized aircraft flying through a cloudy sky..jpg,A small sized aircraft flying through a cloudy sky.
../../datasets/FIDStyles/style0/A man riding on the back of a brown horse..jpg,A man riding on the back of a brown horse.
../../datasets/FIDStyles/style0/A sandwich on a paper plate sitting on a table..jpg,A sandwich on a paper plate sitting on a table.
../../datasets/FIDStyles/style0/A man that is on a rail with a skateboard..jpg,A man that is on a rail with a skateboard.
../../datasets/FIDStyles/style0/A line of motorcycles are parked in a row ranging from vintage to rocket..jpg,A line of motorcycles are parked in a row ranging from vintage to rocket.
../../datasets/FIDStyles/style0/A man on the beach taking something out of a sailboat..jpg,A man on the beach taking something out of a sailboat.
../../datasets/FIDStyles/style0/a bird standing on a wooden pole with sign mounted on the pole..jpg,a bird standing on a wooden pole with sign mounted on the pole.
../../datasets/FIDStyles/style0/a man decorating a cake at a birthday party.jpg,a man decorating a cake at a birthday party
../../datasets/FIDStyles/style0/living room of a house with no one home.jpg,living room of a house with no one home
../../datasets/FIDStyles/style0/a cat is standing up in a bathroom.jpg,a cat is standing up in a bathroom
../../datasets/FIDStyles/style0/A friendly chat on the field at a baseball game..jpg,A friendly chat on the field at a baseball game.
../../datasets/FIDStyles/style0/There is a man holding a cat but there's something on the cat..jpg,There is a man holding a cat but there's something on the cat.
../../datasets/FIDStyles/style0/A brown and white horse standing behind a wooden fence..jpg,A brown and white horse standing behind a wooden fence.
../../datasets/FIDStyles/style0/A large crowd is watching a baseball game..jpg,A large crowd is watching a baseball game.
../../datasets/FIDStyles/style0/A large sliced pizza on a dining table..jpg,A large sliced pizza on a dining table.
../../datasets/FIDStyles/style0/A man riding a silver motorcycle down a street..jpg,A man riding a silver motorcycle down a street.
../../datasets/FIDStyles/style0/A bus pulls up to a bus stop while people wait for it..jpg,A bus pulls up to a bus stop while people wait for it.
../../datasets/FIDStyles/style0/A christmas tray with dancing santas and candy canes.jpg,A christmas tray with dancing santas and candy canes
../../datasets/FIDStyles/style0/An elephant in a rock enclosure takes a drink from a pond..jpg,An elephant in a rock enclosure takes a drink from a pond.
../../datasets/FIDStyles/style0/A man that is standing in the snow on ski's..jpg,A man that is standing in the snow on ski's.
../../datasets/FIDStyles/style0/a person driving a motorcycle with another person riding next to them in an attached side car on a race track..jpg,a person driving a motorcycle with another person riding next to them in an attached side car on a race track.
../../datasets/FIDStyles/style0/an image of two cats on the couch.jpg,an image of two cats on the couch
../../datasets/FIDStyles/style0/A meat and veggie dish on a blue plate.jpg,A meat and veggie dish on a blue plate
../../datasets/FIDStyles/style0/an abandon mangled teddy bear laying on the sidewalk.jpg,an abandon mangled teddy bear laying on the sidewalk
../../datasets/FIDStyles/style0/A man with an older flip-phone is taking his picture..jpg,A man with an older flip-phone is taking his picture.
../../datasets/FIDStyles/style0/A small child looks at the kite being flown.jpg,A small child looks at the kite being flown
../../datasets/FIDStyles/style0/A cat standing on a toilet seat drinking from the toilet..jpg,A cat standing on a toilet seat drinking from the toilet.
../../datasets/FIDStyles/style0/A man smiling and putting a toe next to a glass vase with flowers in it..jpg,A man smiling and putting a toe next to a glass vase with flowers in it.
../../datasets/FIDStyles/style0/Two women sitting at a table drinking wine while a man looks at a menu..jpg,Two women sitting at a table drinking wine while a man looks at a menu.
../../datasets/FIDStyles/style0/A plethora of stop signs in the same vicinity of each other..jpg,A plethora of stop signs in the same vicinity of each other.
../../datasets/FIDStyles/style0/A big church with a clock on the front and side of it.jpg,A big church with a clock on the front and side of it
../../datasets/FIDStyles/style0/A man is trying to hit a tennis ball with a racket..jpg,A man is trying to hit a tennis ball with a racket.
../../datasets/FIDStyles/style0/Lone football player in a white uniform sitting on a bench..jpg,Lone football player in a white uniform sitting on a bench.
../../datasets/FIDStyles/style0/A woman snow skiing with no winter clothing on..jpg,A woman snow skiing with no winter clothing on.
../../datasets/FIDStyles/style0/A little boy sitting smiling with a tie and a nice shirt.jpg,A little boy sitting smiling with a tie and a nice shirt
../../datasets/FIDStyles/style0/there s a male skate boarder riding on the street.jpg,there s a male skate boarder riding on the street
../../datasets/FIDStyles/style0/A man and a woman appear to be on stage in costume and the man is holding a banana..jpg,A man and a woman appear to be on stage in costume and the man is holding a banana.
../../datasets/FIDStyles/style0/It is night and  a bus is parked outside of a building either letting people on or off..jpg,It is night and  a bus is parked outside of a building either letting people on or off.
../../datasets/FIDStyles/style0/A coach bus and small car driving down a road in front of a large building..jpg,A coach bus and small car driving down a road in front of a large building.
../../datasets/FIDStyles/style0/Small dogs greeting and sniffing each other in a yard..jpg,Small dogs greeting and sniffing each other in a yard.
../../datasets/FIDStyles/style0/A public restroom scene with focus on the toilet and toilet paper..jpg,A public restroom scene with focus on the toilet and toilet paper.
../../datasets/FIDStyles/style0/A cat sitting in front of a microwave..jpg,A cat sitting in front of a microwave.
../../datasets/FIDStyles/style0/A green train sitting along side a train station platform..jpg,A green train sitting along side a train station platform.
../../datasets/FIDStyles/style0/a man with a foot in the air while he hits a tennis ball.jpg,a man with a foot in the air while he hits a tennis ball
../../datasets/FIDStyles/style0/A woman stands next to a child on a step stool in a kitchen..jpg,A woman stands next to a child on a step stool in a kitchen.
../../datasets/FIDStyles/style0/Many straw umbrellas are set up near the ocean..jpg,Many straw umbrellas are set up near the ocean.
"../../datasets/FIDStyles/style0/A living room with a TV, rocking chair, and several candles..jpg","A living room with a TV, rocking chair, and several candles."
../../datasets/FIDStyles/style0/aN ELEPHANT IS STANDING UNDER A AWNING next to a house.jpg,aN ELEPHANT IS STANDING UNDER A AWNING next to a house
../../datasets/FIDStyles/style0/A lot of people in line for food at a food truck..jpg,A lot of people in line for food at a food truck.
../../datasets/FIDStyles/style0/A small kitchenette opening up to another room..jpg,A small kitchenette opening up to another room.
../../datasets/FIDStyles/style0/A dog playing with a frisbee on a field of snow..jpg,A dog playing with a frisbee on a field of snow.
../../datasets/FIDStyles/style0/A man standing next to a horse with a lasso..jpg,A man standing next to a horse with a lasso.
../../datasets/FIDStyles/style0/A man riding a horse near a sheep in a field..jpg,A man riding a horse near a sheep in a field.
